Nom,Viet
自𣈗𣋚怒交兵,“Từ ngày hôm nọ giao binh
失機徐㐌收灵陣前,Thất cơ Từ đã thu linh trận tiền
娘翹功奇拯𡊰,Nàng Kiều công cả chẳng đền
令軍吏扒押緣土酋,Lệnh quân lại bắt ép duyên thổ tù
娘它招玉沉珠,Nàng đà gieo ngọc trầm châu
滝前塘妬意墓紅顔,"Sông Tiền Đường đó ấy mồ hồng nhan""."
傷喂空合麻散,Thương ôi không hợp mà tan
𱥺茹榮顕𥢅冤𱥺娘,Một nhà vinh hiển riêng oan một nàng
招魂設位礼常,Chiêu hồn thiết vị lễ thường
解冤立𱥺壇場边滝,Giải oan lập một đàn tràng bên sông
𦰟潮𡽫鉑重重,Ngọn triều non bạc trùng trùng
撝𬂙群想𦑃鴻𣅶招,Vời trông còn tưởng cánh hồng lúc gieo
情深𣷭慘𨓐條,Tình thâm bể thảm lạ điều
芇魂精𧗱別蹺准芇,Nào hồn Tinh Vệ biết theo chốn nào
機緣兜俸𨓐牢,Cơ duyên đâu bỗng lạ sao
𮗓緣兜俸尋𠓨細坭,Giác Duyên đâu bỗng tìm vào tới nơi
𬂙𨖲灵位𡨸牌,Trông lên linh vị chữ bài
失驚倍𠳨仍𠊛兜些,Thất kinh vội hỏi: “Những người đâu ta
貝娘親戚𧵆賒,Với nàng thân thích gần xa
𠊛群牢俸爫魔哭𠊛,"Người còn sao bỗng làm ma khóc người""."
𦖑信洳落用移,Nghe tin nhơ nhác rụng rời
森𨒺計𠲥𡀷𠳒𠳨查,Xúm quanh kể lể rộn lời hỏi tra
尼𫯳尼媄尼吒,"""Này chồng này mẹ này cha"
尼𱺵㛪𦛌尼𱺵㛪妯,Này là em ruột này là em dâu
舌信𦖑㐌閉𥹰,Thật tin nghe đã bấy lâu
法師𠰺世事兜𨓐𱻌,"Pháp sư dạy thế sự đâu lạ dường""."
師浪因果貝娘,"Sư rằng: ""Nhân quả với nàng"
臨淄𣇜𠓀錢塘𣇜𡢐,Lâm Tri buổi trước Tiền Đường buổi sau
欺娘招玉沉珠,Khi nàng gieo ngọc trầm châu
迍𠑬碎㐌﨤𠑬逴𧗱,Đón nhau tôi đã gặp nhau rước về
共𠑬𢭗𲈾菩提,Cùng nhau nương cửa Bồ đề
草庵妬拱𧵆掑拯賒,Thảo am đó cũng gần kề chẳng xa
𫢋前𣈗泊鄰𱺵,Phật tiền ngày bạc lân la
㴷㴷娘拱𢖵茄坤𢚹,"Đăm đăm nàng cũng nhớ nhà khôn khuây""."
𦖑信𦬑𩈘𨷑眉,Nghe tin nở mặt mở mày
𢜠芇吏過𢜠尼女庄,Mừng nào lại quá mừng này nữa chăng
自番隻𦲿離棱,Từ phen chiếc lá lìa rừng
𠶀尋𨻫仍料澄渃𩄲,Thăm tìm luống những liệu chừng nước mây
𤑟𤉜花用香𢒎,Rõ ràng hoa rụng hương bay
刧𡢐和𧡊刧尼罕催,"Kiếp sau hoạ thấy, kiếp này hẳn thôi"
冥陽堆我聀耒,Minh dương đôi ngả chắc rồi
𡎝塵麻吏𧡊𠊛九原,Cõi trần mà lại thấy người cửu nguyên
共𠑬拜謝𮗓緣,Cùng nhau bái tạ Giác Duyên
步行𱥺𠎪蹺連𱥺欺,Bộ hành một lũ theo liền một khi
𢯏𦰤拍𦹵尋𠫾,Bẻ lau vạch cỏ tìm đi
情深𨻫唉狐疑姅份,Tình thâm luống hãy hồ nghi nửa phần
𨒺孤蹺𧞊江津,Quanh co theo dải giang tân
塊棱𦰤㐌細𡑝𫢋堂,Khỏi rừng lau đã tới sân Phật đường
𮗓緣𨖲㗂噲娘,Giác Duyên lên tiếng gọi nàng
𢩣𥪞娘㐌倍傍𨀈𫥨,Buồng trong nàng đã vội vàng bước ra
𥆾䀡𲄋𩈘𱥺茄,Nhìn xem đủ mặt một nhà
椿𦓅群跬萱𦓅群鮮,"Xuân già còn khỏe, huyên già còn tươi"
𠄩㛪方長和𠄩,Hai em phương trưởng hoà hai
怒払金妬𱺵𠊛𣈗𠸗,Nọ chàng Kim đó là người ngày xưa
想悲𣇞𱺵包𣇞,Tưởng bây giờ là bao giờ
𤑟𤉜𨷑𬑉群𪟽占包,Rõ ràng mở mắt còn ngờ chiêm bao
湥珠聖説𤷄袍,Giọt châu thánh thót quẹn bào
𢜠𢜠𢣃𢣃挈牢𱺵情,Mừng mừng tủi tủi xiết sao là tình
招命𤲂𨆝萱庭,Gieo mình dưới gối huyên đình
哭嘆計吏事命頭𡳪,Khóc than kể lại sự mình đầu đuôi
自𡥵流落圭𠊛,"""Từ con lưu lạc quê người"
䕯㵢㳥𢯞祝𨑮𠄻𢆥,Bèo trôi sóng vỗ chốc mười lăm năm
并浪滝渃洁淋,Tính rằng sông nước cát lầm
刧尼埃吏群扲﨤低,"Kiếp này ai lại còn cầm gặp đây""."
翁𱙘𬂙𩈘扲𢬣,Ông bà trông mặt cầm tay
容光庄恪之𣈗𨀈𫥨,Dung quang chẳng khác chi ngày bước ra
閉迡𤋵月油花,Bấy chầy dãi nguyệt dầu hoa
𨑮份春固𤷍𠀧𦊚份,Mười phần xuân có gầy ba bốn phần
餒𢜠別𥙩之斤,Nỗi mừng biết lấy chi cân
𠳒散合傳賒𧵆少兜,"Lời tan hợp, chuyện xa gần thiếu đâu"
𠄩㛪𠳨𠓀𠻃𡢐,Hai em hỏi trước han sau
𥪸𬂙払拱阻愁爫鮮,Đứng trông chàng cũng trở sầu làm tươi
𢮿𠑬𥛉𠓀𫢋臺,Quây nhau lạy trước Phật đài
再生陳謝𢚸𠏥慈悲,Tái sinh trần tạ lòng ngài từ bi
轎花𠽖啫即時,Kiệu hoa giục giã tức thì
王翁𠰺逴共𧗱𱥺坭,Vương ông dạy rước cùng về một nơi
娘浪𡭧分花淶,"Nàng rằng: ""Chút phận hoa rơi"
姅𠁀唸𣦰每味䔲𠹽,Nửa đời nếm trải mọi mùi đắng cay
并浪𩈘㳥蹎𩄲,Tính rằng mặt sóng chân mây
𢚸芇群想固𣈙女空,Lòng nào còn tưởng có rày nữa không
特𣈙再世相逢,Được rày tái thế tương phùng
渴滈㐌妥𬌓𢚸𥹰𫢩,Khát khao đã thoả tấm lòng lâu nay
㐌󰝂命補庵𩄲,Đã đem mình bỏ am mây
歲尼𠳚貝𦹵𣘃拱皮,Tuổi này gửi với cỏ cây cũng vừa
味婵㐌𤊰𪉥荼,Mùi thiền đã bén muối dưa
牟婵咹𧞾㐌於𣘽𣙩,Màu thiền ăn mặc đã ưa nâu sồng
事𠁀㐌熄焒𢚸,Sự đời đã tắt lửa lòng
群𦍫𠓨准𡏧紅爫之,Còn chen vào chốn bụi hồng làm chi
𱠎揚芇固𫨩咦,Dở dang nào có hay gì
㐌脩脩啐戈時時催,"Đã tu tu trót, qua thì thì thôi"
重生恩𥘀𣷭𡗶,Trùng sinh ân nặng bể trời
𢚸芇𡝖悉𱻊𠊛𫥨𠫾,"Lòng nào nỡ dứt nghĩa người ra đi""."
翁浪彼此一時,Ông rằng: “Bỉ thử nhất thì
修行時拱沛欺從權,Tu hành thì cũng phải khi tòng quyền
沛條求𫢋求仙,Phải điều cầu Phật cầu tiên
情箕孝怒埃𡊰朱低,Tình kia hiếu nọ ai đền cho đây
度生𢘾德高𠫅,Độ sinh nhớ đức cao dày
立庵耒仕逴柴於終,"Lập am rồi sẽ rước thầy ở chung""."
𦖑𠳒娘沛朝𢚸,Nghe lời nàng phải chiều lòng
啫師啫景調共𨀈𫥨,Giã sư giã cảnh đều cùng bước ra
𱥺團𧗱旦公衙,Một đoàn về đến công nha
團圓倍𨷑席花𢝙圍,Đoàn viên vội mở tiệc hoa vui vầy
藏藏𱔩菊𱠎醝,Tàng tàng chén cúc dở say
𥪸𨖲雲買𤋵排𱥺𠄩,Đứng lên Vân mới giãi bày một hai
浪𥪞作合機𡗶,"Rằng: ""Trong tác hợp cơ trời"
堆边﨤𫽻𱥺𠳒結交,Đôi bên gặp gỡ một lời kết giao
﨤干平地波濤,Gặp cơn bình địa ba đào
沛󰝂緣姉𥾾𠓨朱㛪,Phải đem duyên chị buộc vào cho em
拱𱺵分𦰦緣金,Cũng là phận cải duyên kim
拱𱺵𧖱沚𦛌𣟮𠤆牢,Cũng là máu chảy ruột mềm chớ sao
仍𱺵𣈙約𣈕呦,Những là rày ước mai ao
𨑮𠄻𢆥意別包饒情,Mười lăm năm ấy biết bao nhiêu tình
悲𣇞𦎛𥒮吏𫅜,Bây giờ gương vỡ lại lành
囷𤍌𩢬𤀓㐌伶固坭,Khuôn thiêng lừa lọc đã dành có nơi
群緣枚吏群𠊛,Còn duyên may lại còn người
群暈𦝄𡳵群𠳒願𠸗,Còn vầng trăng cũ còn lời nguyền xưa
果梅𠀧𬙞當皮,Quả mai ba bảy đương vừa
桃𡽫𣋽料車絲及時,"Đào non sớm liệu xe tơ kịp thì""."
𢴑𠳒娘倍拔𠫾,Dứt lời nàng vội gạt đi
事𤾓𢆥𡳵計之悲𣇞,“Sự trăm năm cũ kể chi bây giờ
𱥺𠳒雖固約𠸗,Một lời tuy có ước xưa
𪹾命𤋵𫗄油湄㐌𡗉,Xét mình dãi gió dầu mưa đã nhiều
呐強虎𢢆𤾓朝,Nói càng hổ thẹn trăm chiều
他朱𦰟渃水潮沚𣵶,Thà cho ngọn nước thuỷ triều chảy xuôi”.
払浪呐窖𨓐𠁀,Chàng rằng: “Nói khéo lạ đời
酉𢚸箕丕群𠳒意牢,Dẫu lòng kia vậy còn lời ấy sao
𱥺𠳒㐌啐深交,Một lời đã trót thâm giao
𤲂𠫅固坦𨕭高固𡗶,"Dưới dày có đất, trên cao có trời"
酉浪物𢬭𬁖移,Dẫu rằng vật đổi sao dời
死生沛與𥙩𠳒死生,Tử sinh phải giữ lấy lời tử sinh
緣箕固負之命,Duyên kia có phụ chi mình
麻算𢫟挭鍾情爫𠄩,Mà toan sẻ gánh chung tình làm hai”.
娘浪家室緣諧,"Nàng rằng: ""Gia thất duyên hài"
𡭧𢚸恩愛埃埃拱𢚸,Chút lòng ân ái ai ai cũng lòng
𢪀浪𥪞道𡞕𫯳,Nghĩ rằng trong đạo vợ chồng
花𦹳封蕊𦝄𨦩𡃋𦎛,Hoa thơm phong nhuỵ trăng vòng tròn gương
𡨸貞當價𠦳鐄,Chữ trinh đáng giá nghìn vàng
𤒘花拯𢢆貝払𣈕𠸗,Đuốc hoa chẳng thẹn với chàng mai xưa
妾自遇變旦𣇞,Thiếp từ ngộ biến đến giờ
螉戈𧊉吏㐌乘醜車,Ong qua bướm lại đã thừa xấu xa
闭迡𫗄匝湄沙,Bấy chầy gió táp mưa sa
𱥯𦝄拱鈌𱥯花拱殘,Mấy trăng cũng khuyết mấy hoa cũng tàn
群咦𱺵丐紅顔,Còn gì là cái hồng nhan
㐌双身世群算餒芇,Đã xong thân thế còn toan nỗi nào
𢪀命拯虎命牢,Nghĩ mình chẳng hổ mình sao
監󰝂塵垢預𠓨布荆,Dám đem trần cấu dự vào bố kinh
㐌𫨩払𥘀為情,Đã hay chàng nặng vì tình
𬂙花畑拯𢢆命𡗋油,Trông hoa đèn chẳng thẹn mình lắm ru
自𣈙怯𲈾𢩣秋,Từ rày khép cửa buồng thu
拯脩時拱如修買𱺵,Chẳng tu thì cũng như tu mới là
払油𢪀旦𧵆賒,Chàng dù nghĩ đến gần xa
󰝂情琴瑟𢬭𫥨琴棋,Đem tình cầm sắt đổi ra cầm cờ
呐之結𩯀車絲,Nói chi kết tóc xe tơ
払油𢪀旦𧵆賒,Chàng dù nghĩ đến gần xa
払浪窖呐𢧚𠳒,"Chàng rằng: ""Khéo nói nên lời"
麻𥪞𨤰沛固𠊛固些,Mà trong lẽ phải có người có ta
𠸗𫢩𥪞道弹𱙘,Xưa nay trong đạo đàn bà
𡨸貞箕拱固𠀧𬙞𱻌,Chữ trinh kia cũng có ba bảy dường
固欺變固欺常,"Có khi biến, có khi thường"
固權芇沛𱥺塘執經,"Có quyền, nào phải một đường chấp kinh"
如娘𥙩孝爫貞,Như nàng lấy hiếu làm trinh
𡏧芇朱濁特命意為,Bụi nào cho đục được mình ấy vay
𡗶群底固𣋚𫢩,Trời còn để có hôm nay
散霜頭𡉦援𩄲𡧲𡗶,Tan sương đầu ngõ vén mây giữa trời
花殘麻吏添鮮,Hoa tàn mà lại thêm tươi
𦝄殘麻吏欣𨑮𠄻𠸗,Trăng tàn mà lại hơn mười rằm xưa
固條之女麻𪟽,Có điều chi nữa mà ngờ
客戈塘底𠾿哬払蕭,Khách qua đường để hững hờ chàng Tiêu
𦖑払呐㐌歇條,Nghe chàng nói đã hết điều
𠄩親時拱決蹺𱥺排,Hai thân thì cũng quyết theo một bài
歇𠳒坤𨤰𢴑𠳒,Hết lời khôn nhẽ dứt lời
𩠴頭娘仍𥐆𨱽咀嘆,Cúi đầu nàng những vắn dài thở than
團圓席𨷑茹蘭,Đoàn viên tiệc mở nhà lan
花𤐝𦰟𤒘紅𢬥幅羅,"Hoa soi ngọn đuốc, hồng giăng bức là"
共𠑬交拜𱥺茹,Cùng nhau giao bái một nhà
礼它𲄋礼堆它称堆,"Lễ đà đủ lễ, đôi đà xứng đôi"
洞房迢迭𱔩瑁,Động phòng dìu dặt chén mồi
冰傾緣買吟𠿯情𠸗,"Bâng khuâng duyên mới, ngậm ngùi tình xưa"
仍自𨕭𦰟桃絲,Những từ trên ngọn đào tơ
𨑮𠄻𢆥買悲𣇞𱺵低,Mười lăm năm mới bây giờ là đây
情緣意合散尼,"Tình duyên ấy, hợp tan này"
悲歡𱥯餒𣎀迡𦝄高,"Bi hoan mấy nỗi, đêm chầy trăng cao"
更𣅘幅錦𢷀縚,Canh khuya bức gấm rủ thao
𤲂畑𤍊樣𦟐桃添春,Dưới đèn tỏ dạng má đào thêm xuân
情人吏﨤情人,Tình nhân lại gặp tình nhân
花𠸗𧊉𡳵𨑮分鍾情,Hoa xưa bướm cũ mười phân chung tình
娘浪分妾㐌忊,"Nàng rằng: ""Phận thiếp đã đành"
固爫之女丐命補𠫾,Có làm chi nữa cái mình bỏ đi
𢪀払義𡳵情𥱬,Nghĩ chàng nghĩa cũ tình ghi
朝𢚸噲𡭧唱隨𡮔枚,Chiều lòng gọi chút xướng tuỳ mảy may
𥢅𢚸㐌𢢆𡗋台,Riêng lòng đã thẹn lắm thay
共它𩈘惮眉𠫅庫𥋳,Cũng đàì mặt dạn mày dày khó coi
仍如歐厭鑅外,Những như âu yếm vành ngoài
群算𨷑𩈘貝𠊛朱戈,Còn toan mở mặt với người cho qua
吏如仍𩘬𠊛些,Lại như những thói người ta
𢪏香𤲂坦𢯏花𡳜務,Vét hương dưới đất bẻ hoa cuối mùa
窖𱺵𢷣𢟹排𠻀,Khéo là giở nhuốc bày trò
群情兜女𱺵讎帝催,Còn tình đâu nữa là thù đấy thôi
𠊛夭些醜貝𠊛,"Người yêu, ta xấu với người"
夭𠑬時吏朋𨑮負𠑬,Yêu nhau thì lại bằng mười phụ nhau
𲈾茹油并𧗱𡢐,Cửa nhà dù tính về sau
時群㛪妬路求姉低,Thì còn em đó lọ cầu chị đây
𡨸貞群𱥺𡭧尼,Chữ trinh còn một chút này
拯扲朱凭𡝖𨃐朱散,Chẳng cầm cho vững nỡ giày cho tan
群𡗉恩愛滇滇,Còn nhiều ân ái chan chan
𫨩咦喡丐花殘麻𨔈,Hay gì vầy cái hoa tàn mà chơi”.
払浪哏咘𱥺𠳒,"Chàng rằng: ""Gắn bó một lời"
俸空𩵜渃𪀄𡗶呂𠑬,Bỗng không cá nước chim trời lỡ nhau
㤕𠊛流落闭𥹰,Xót người lưu lạc bấy lâu
想誓説𥘀𢧚𤴬疸𡗉,Tưởng thề thốt nặng nên đau đớn nhiều
共𠑬生死㐌料,Cùng nhau sinh tử đã liều
﨤𠑬群少閉饒𱺵情,Gặp nhau còn thiếu bấy nhiêu là tình
澄春絲柳群撑,Chừng xuân tơ liễu còn xanh
𢪀浪渚脱塊鑅愛恩,Nghĩ rằng chưa thoát khỏi vành ái ân
𦎛𤄯拯𡭧𡏧塵,Gương trong chẳng chút bụi trần
𱥺𠳒決罕𬮙份敬添,Một lời quyết hẳn muôn phần kính thêm
悲𥹰底𣷭𤂨金,Bấy lâu đáy bể mò kim
𱺵𡗉鐄跢沛尋𦝄花,"Là nhiều vàng đá, phải tìm trăng hoa"
埃𪟽吏合𱥺茹,Ai ngờ lại họp một nhà
路𱺵𧜖襘買𫥨瑟琴,"Lọ là chăn gối mới ra sắt cầm""."
𦖑𠳒𢯢襖掑簪,Nghe lời sửa áo cài trâm
叩頭𥛉謝高深𠦳重,Khấu đầu lạy tạ cao thâm nghìn trùng
身殘𢭬濁𣾺𤄯,"""Thân tàn gạn đục khơi trong"
𱺵𢘾君子恪𢚸𠊛些,Là nhờ quân tử khác lòng người ta
𱥯𠳒心腑𦛌𦓅,Mấy lời tâm phủ ruột rà
相知𱻌意買𱺵相知,Tương tri dường ấy mới là tương tri
𩅻𩂏𦅰纀少之,Chở che đùm bọc thiếu chi
𤾓𢆥名節拱為𣎀𫢩,"Trăm năm danh tiết cũng vì đêm nay""."
脱催𢬣吏扲𢬣,Thoắt thôi tay lại cầm tay
強夭為󰞺強醝為情,"Càng yêu vì nết, càng say vì tình"
添𤓢架綏香瓶,"Thêm nến giá, nối hương bình"
共𠑬吏祝𡃹瓊交歡,Cùng nhau lại chuốc chén quỳnh giao hoan
情𠸗淶𣼽坤寒,Tình xưa lai láng khôn hàn
從容吏𠳨󰣴弹𣈗𠸗,Thong dong lại hỏi ngón đàn ngày xưa
娘浪為𱥯塘絲,"Nàng rằng: ""Vì mấy đường tơ"
惏𠊛朱旦悲𣇞買催,Lầm người cho đến bây giờ mới thôi
咹𢟒時事㐌耒,Ăn năn thì sự đã rồi
𢘝𢚸𠊛𡳵𠳐𠳒𱥺番,"Nể lòng người cũ vâng lời một phen""."
泛弹迢迭𢬣仙,Phím đàn dìu dặt tay tiên
𤌋沉高濕㗂絃𧵆賒,"Khói trầm cao thấp, tiếng huyền gần xa"
曲兜潭廕陽和,Khúc đâu đầm ấm dương hoà
意𱺵蝴蝶𫨩𱺵莊生,Ấy là hồ điệp hay là Trang sinh
曲兜淹愛春情,Khúc đâu êm ái xuân tình
意魂蜀帝𫨩命杜鵑,Ấy hồn Thục đế hay mình đỗ quyên
𤄯牢珠㳶溋娟,Trong sao châu nhỏ duềnh quyên
蔭牢曷玉藍田買冬,Ấm sao hạt ngọc Lam Điền mới đông
律𦖻𦖑捽𠄼宮,Lọt tai nghe suốt năm cung
㗂芇𱺵拯惱燶𠮿嗃,Tiếng nào là chẳng não nùng xôn xao
払浪譜意𢬣芇,"Chàng rằng: ""Phổ ấy tay nào"
𠸗牢愁慘𫢩牢𢝙圍,"Xưa sao sầu thảm, nay sao vui vầy"
傷𢝙𤳄在𢚸尼,Thương vui bởi tại lòng này
𫨩𱺵苦盡旦𣈗甘來,"Hay là khổ tận đến ngày cam lai""."
娘浪為𡭧藝𨔈,"Nàng rằng: ""Vì chút nghề chơi"
断腸㗂意害𠊛闭𥹰,Đoạn trường tiếng ấy hại người bấy lâu
𱥺番知己𢜠𠑬,Một phen tri kỷ mừng nhau
綣𦀊自妬𧗱𡢐拱除,Cuốn dây từ đó về sau cũng chừa”.
傳𠻀渚𣴓𩯀絲,Chuyện trò chưa cạn tóc tơ
𬷤皮嘅創𡗶皮𤎔東,Gà vừa gáy sáng trời vừa rạng đông
情𥢆払吏呐𠼾,Tình riêng chàng lại nói sòng
𱥺茹埃拱𨓐𣼰𠸦嘮,Một nhà ai cũng lạ lùng khen lao
朱𫨩淑女志高,Cho hay thục nữ chí cao
沛𠊛𣋽槾最桃如埃,Phải người sớm mận tối đào như ai
𠄩情院𤳰和𠄩,Hai tình vẹn vẽ hoà hai
拯𥪞𧜖襘拱外琴詩,Chẳng trong chăn gối cũng ngoài cầm thơ
欺𱔩𨢇欺局棋,"Khi chén rượu, khi cuộc cờ"
欺䀡花𦬑欺除𦝄𨖲,"Khi xem hoa nở, khi chờ trăng lên"
𠀧生㐌匪𨑮願,Ba sinh đã phỉ mười nguyền
緣堆侶拱𱺵緣伴𠍣,Duyên đôi lứa cũng là duyên bạn bầy
𢖵𠳒立𱥺庵𩄲,Nhớ lời lập một am mây
差𠊛親信逴柴𮗓緣,Sai người thân tín rước thầy Giác Duyên
旦坭㨂𲈾掑杄,Đến nơi đóng cửa cài then
𦼔𠆳技額𦹵𨖲𠃅茹,Rêu trùm kẽ ngạch cỏ lên mái nhà
師它󰇼茦方賒,Sư đà hái thuốc phương xa
𩄲𢒎鶴另別𱺵尋兜,Mây bay hạc lánh biết là tìm đâu
𥘀為𡭧義闭𥹰,Nặng vì chút nghĩa bấy lâu
𨕭庵據𡨹香油𣋚𣈕,Trên am cứ giữ hương dầu hôm mai
𱥺茄福祿𠁟𠄩,Một nhà phúc lộc gồm hai
𠦳𢆥弋弋官階吝吝,Nghìn năm dằng dặc quan giai lần lần
承家拯歇娘雲,Thừa gia chẳng hết nàng Vân
𱥺𣘃樛木𱥺𡑝桂槐,"Một cây cù mộc, một sân quế hòe"
風流富貴埃皮,Phong lưu phú quý ai bì
圍春𱥺𲈾底碑𬮙𠁀,Vi xuân một cửa để bia muôn đời
𡄎台閍事𤳄𡗶,Ngẫm thay muôn sự bởi trời
𡗶箕㐌扒爫𠊛固身,Trời kia đã bắt làm người có thân
扒風塵沛風塵,"Bắt phong trần, phải phong trần"
朱清高買特份清高,Cho thanh cao mới được phần thanh cao
固兜偏為𠊛芇,Có đâu thiên vị người nào
𫳘才𫳘命𣼭𤁓奇𠄩,Chữ tài chữ mệnh dồi dào cả hai
固才麻𢚁之才,Có tài mà cậy chi tài
𫳘才連貝𫳘灾𱥺韻,Chữ tài liền với chữ tai một vần
㐌𫼳𥙩業𠓨身,Đã mang lấy nghiệp vào thân
拱𣫲責吝𡗶𧵆𡗶賒,Cũng đừng trách lẫn trời gần trời xa
善根於在𢚸些,Thiện căn ở tại lòng ta
𫳘心箕買朋𠀧𫳘才,Chữ tâm kia mới bằng ba chữ tài
𠳒圭执抇容𨱽,Lời quê chắp nhặt dong dài
模𢝙拱特𱥺𠄽𪔠更,Mua vui cũng được một vài trống canh
𡄎唭𠄩𡦂人情喓𠻗,Ngẫm cười hai chữ nhân tình éo le
埃匕𠳺匕麻𦖑,Ai ai lẳng lặng mà nghe
𤳆辰忠孝𫜵頭,Trai thời trung hiếu làm đầu
達𠸜𱺵陸雲仙,Đặt tên là Lục Vân Tiên
歲𣃣𠄩糁芸專斈行,"Tuổi vừa hai tám, nghề chuyên học hành"
𣎃㝵包𬋩功程劳刀,Tháng ngày bao quản công trình lao đao
武添叁畧六韜埃皮,Võ thêm tam lược lục thao ai bì
𠫾䀡𲉇会科詩,Đi xem mở hội khoa thi
𫢩它及会風雲,Nay đà gặp hội phong vân
𫜵𤳆𥪝𡎝𠊛些,Làm trai trong cõi người ta
畧卢報補𡢐𱺵顕荣,"Trước lo báo bổ, sau là hiển vinh"
尊師欺意論盘,Tôn sư khi ấy luận bàn
